Station Name,mean_duration,std_duration,median_duration,p95_duration,p99_duration,total_duration,n
PARSA KERWA,1.0,0.0,1.0,1.0,1.0,4.0,4
PARSA KHERA,1.25,0.5,1.0,1.85,1.97,5.0,4
PARSA TIWARI,2.0,0.0,2.0,2.0,2.0,10.0,5
PARSABAD,2.0,0.679366,2.0,2.7,3.74,28.0,14
PARSAUNI,2.0,0.0,2.0,2.0,2.0,20.0,10
PARSENDI,2.0,0.0,2.0,2.0,2.0,16.0,8
PARSIPUR,1.142857,0.363137,1.0,2.0,2.0,16.0,14
PARSNEU,1.5,0.534522,1.5,2.0,2.0,12.0,8
PARSODA,1.0,0.0,1.0,1.0,1.0,15.0,15
PARSOLI,1.5,0.57735,1.5,2.0,2.0,6.0,4
PARTABPURA,1.0,0.0,1.0,1.0,1.0,9.0,9
PARTAPGARH J,4.816901,5.921655,5.0,11.0,31.6,342.0,71
PARTAPUR,1.0,0.0,1.0,1.0,1.0,17.0,17
PARTUR,1.05,0.220721,1.0,1.05,2.0,42.0,40
PARVATIPURAM,2.25,0.908514,2.0,5.0,5.0,144.0,64
PARVATSAR CI,0.0,0.0,0.0,0.0,0.0,0.0,3
PARVEZPUR,1.2,0.421637,1.0,2.0,2.0,12.0,10
PARWAKHURD H,1.0,0.0,1.0,1.0,1.0,4.0,4
PASALAPUDI,1.0,0.0,1.0,1.0,1.0,8.0,8
PASIVEDALA H,1.055556,0.235702,1.0,1.15,1.83,19.0,18
PASRAHA,1.25,0.452267,1.0,2.0,2.0,15.0,12
PASUPATIKOVI,1.0,0.0,1.0,1.0,1.0,12.0,12
PASUR,1.0,0.0,1.0,1.0,1.0,10.0,10
PATA,1.0,0.0,1.0,1.0,1.0,6.0,6
PATAKOTTACHE,1.0,0.0,1.0,1.0,1.0,6.0,6
PATAL PANI,2.0,0.0,2.0,2.0,2.0,16.0,8
PATAM,1.0,0.0,1.0,1.0,1.0,8.0,8
PATAN,0.0,0.0,0.0,0.0,0.0,0.0,14
PATAPATNAM,1.0,0.0,1.0,1.0,1.0,6.0,6
PATARA,2.0,0.0,2.0,2.0,2.0,12.0,6
PATAS,1.0,0.0,1.0,1.0,1.0,20.0,20
PATASAHI,1.0,0.0,1.0,1.0,1.0,2.0,2
PATAUDI ROAD,1.560976,0.502433,2.0,2.0,2.0,64.0,41
PATCHUR,1.0,0.0,1.0,1.0,1.0,4.0,4
PATEL HALT,1.0,0.0,1.0,1.0,1.0,9.0,9
PATEL NAGAR,1.027778,0.166667,1.0,1.0,1.65,37.0,36
PATERHI,1.75,0.5,2.0,2.0,2.0,7.0,4
PATHAKPUR,1.0,0.0,1.0,1.0,1.0,5.0,5
PATHANKOT CA,4.774194,1.189894,5.0,5.0,10.0,444.0,93
PATHANKOT JN,6.153846,14.971063,0.0,32.25,62.15,320.0,52
PATHARDIH JN,16.666667,5.773503,20.0,20.0,20.0,50.0,3
PATHARIA,2.0,0.0,2.0,2.0,2.0,50.0,25
PATHARKANDI,1.0,0.0,1.0,1.0,1.0,4.0,4
PATHARKHOLA,2.0,0.0,2.0,2.0,2.0,4.0,2
PATHAULI,1.0,0.0,1.0,1.0,1.0,8.0,8
PATHRAD HALT,1.0,0.0,1.0,1.0,1.0,15.0,15
PATHRALA,1.4,0.547723,1.0,2.0,2.0,7.0,5
PATHRI,1.777778,0.440959,2.0,2.0,2.0,16.0,9
PATHSHALA,1.125,0.341565,1.0,2.0,2.0,18.0,16
PATIA HALT,1.0,0.0,1.0,1.0,1.0,16.0,16
PATIALA,2.73913,4.534889,2.0,4.8,19.04,63.0,23
PATIALA CANT,1.6,0.547723,2.0,2.0,2.0,8.0,5
PATIALI,2.0,0.426401,2.0,2.45,2.89,24.0,12
PATILADAHA,1.0,0.0,1.0,1.0,1.0,10.0,10
PATIPUKUR,1.0,0.0,1.0,1.0,1.0,25.0,25
PATIYARA,1.0,0.0,1.0,1.0,1.0,4.0,4
PATLI,1.0,0.0,1.0,1.0,1.0,18.0,18
PATLIPUTRA,32.222222,151.712031,5.0,10.0,665.6,1450.0,45
PATNA GHAT,0.0,0.0,0.0,0.0,0.0,0.0,4
PATNA JN.,18.699187,106.951901,0.0,10.0,752.25,4600.0,246
PATNA SAHEB,2.064935,0.692399,2.0,2.7,5.0,318.0,154
PATOHAN,1.75,0.5,2.0,2.0,2.0,7.0,4
PATRANGA,1.0,0.0,1.0,1.0,1.0,8.0,8
PATRASAYER P,1.0,0.0,1.0,1.0,1.0,9.0,9
PATRATU,2.916667,1.529895,2.0,5.0,5.0,70.0,24
PATTABIRAM E,105.385246,312.999335,1.0,983.5,1360.7,25714.0,244
PATTABIRAM W,1.019355,0.138215,1.0,1.0,2.0,158.0,155
PATTAMBI,1.470588,0.50664,1.0,2.0,2.0,50.0,34
PATTAN,1.0,0.0,1.0,1.0,1.0,16.0,16
PATTARAVAKKA,1.0,0.0,1.0,1.0,1.0,184.0,184
PATTI,2.25,0.707107,2.0,3.3,3.86,18.0,8
PATTI RAJPUR,1.0,0.0,1.0,1.0,1.0,9.0,9
PATTIKKAD HA,1.0,0.0,1.0,1.0,1.0,14.0,14
PATULI,1.1,0.632456,1.0,1.0,3.44,44.0,40
PATUWAS MEHR,1.125,0.353553,1.0,1.65,1.93,9.0,8
PATWARA,1.5,0.547723,1.5,2.0,2.0,9.0,6
PAUTA (HALT),1.0,0.0,1.0,1.0,1.0,6.0,6
PAUWARA  HAL,2.0,0.0,2.0,2.0,2.0,16.0,8
PAVI,1.0,0.0,1.0,1.0,1.0,8.0,8
PAVURCHATRAM,1.0,0.0,1.0,1.0,1.0,8.0,8
PAWAI BROHMA,1.0,0.0,1.0,1.0,1.0,8.0,8
PAWAPURI ROA,1.666667,0.485071,2.0,2.0,2.0,30.0,18
PAYANGADI,1.45,0.510418,1.0,2.0,2.0,29.0,20
PAYLI,1.0,0.0,1.0,1.0,1.0,8.0,8
PAYRA DANGA,1.0,0.0,1.0,1.0,1.0,115.0,115
PAYYANUR,21.039216,136.967436,2.0,2.0,491.0,1073.0,51
PAYYOLI,1.0,0.0,1.0,1.0,1.0,16.0,16
PEDAKAKANI H,1.0,0.0,1.0,1.0,1.0,21.0,21
PEDANA,1.0,0.0,1.0,1.0,1.0,22.0,22
PEDAPARIYA,1.0,0.0,1.0,1.0,1.0,8.0,8
PEDDA AVUTAP,1.1,0.316228,1.0,1.55,1.91,11.0,10
PEDDA BRAHMA,1.166667,0.408248,1.0,1.75,1.95,7.0,6
PEDDADINNE H,1.0,0.0,1.0,1.0,1.0,6.0,6
PEDDAKURA PA,1.0,0.0,1.0,1.0,1.0,8.0,8
PEDDAMPET,1.0,0.0,1.0,1.0,1.0,10.0,10
PEDDANAYAKKA,1.0,0.0,1.0,1.0,1.0,6.0,6
PEDDAPALLI,1.897436,3.618628,1.0,10.0,16.2,74.0,39
PEDDASANA,1.0,0.0,1.0,1.0,1.0,4.0,4
PEDDAVADLAPU,1.0,0.0,1.0,1.0,1.0,17.0,17
PEEPLEE - KA,1.0,0.0,1.0,1.0,1.0,6.0,6
PEHOWA ROAD,1.1,0.316228,1.0,1.55,1.91,11.0,10
PEMBARTI,1.0,0.0,1.0,1.0,1.0,10.0,10
PEN,1.0,0.0,1.0,1.0,1.0,8.0,8
PENCHARTHAL,1.166667,0.408248,1.0,1.75,1.95,7.0,6
PENDEKALLU,1.1,0.316228,1.0,1.55,1.91,11.0,10
PENDLIMARRI,0.0,0.0,0.0,0.0,0.0,0.0,2
PENDRA ROAD,15.666667,91.437988,2.0,6.75,322.55,846.0,54
PENDURTI,1.521739,0.510754,2.0,2.0,2.0,35.0,23
PENGANGA,1.0,0.0,1.0,1.0,1.0,6.0,6
PENNADA AGRA,1.0,0.0,1.0,1.0,1.0,12.0,12
PENNADAM,1.0,0.0,1.0,1.0,1.0,9.0,9
PENU KONDA,1.272727,0.455842,1.0,2.0,2.0,28.0,22
PENUMARRU HA,1.0,0.0,1.0,1.0,1.0,11.0,11
PEOKOL  HALT,1.0,0.0,1.0,1.0,1.0,10.0,10
PEPPEGANJ,1.68,0.476095,2.0,2.0,2.0,42.0,25
PERALAM JN.,1.0,0.0,1.0,1.0,1.0,12.0,12
PERAMBUR,5.51462,77.760393,1.0,2.0,12.95,1886.0,342
PERANI,1.5,0.707107,1.5,1.95,1.99,3.0,2
PERASHSHANNU,1.0,0.0,1.0,1.0,1.0,6.0,6
PERECHERLA,1.0,0.0,1.0,1.0,1.0,12.0,12
PERGAON,1.0,0.0,1.0,1.0,1.0,10.0,10
PERINAD,1.0,0.0,1.0,1.0,1.0,20.0,20
PERIYANAGATH,1.0,0.0,1.0,1.0,1.0,6.0,6
PERNEM,1.111111,0.758395,1.0,2.0,2.0,20.0,18
PERUGAMANI,1.0,0.0,1.0,1.0,1.0,10.0,10
PERUNDURAI,1.142857,0.377964,1.0,1.7,1.94,8.0,7
PERUNGUZHI,1.0,0.0,1.0,1.0,1.0,8.0,8
PETLAD JN.,1.0,0.0,1.0,1.0,1.0,16.0,16
PETRAPOLE,0.0,0.0,0.0,0.0,0.0,0.0,2
PETTAI,1.0,0.0,1.0,1.0,1.0,8.0,8
PETTAIVAYTAL,1.0,0.0,1.0,1.0,1.0,11.0,11
PEYANAPALLI,1.0,0.0,1.0,1.0,1.0,10.0,10
PHAGWARA JN.,18.146067,152.214677,2.0,2.0,176.08,1615.0,89
PHAKHOAGARM,1.0,0.0,1.0,1.0,1.0,4.0,4
PHALODI,7.444444,9.313003,5.0,30.75,34.15,134.0,18
PHANDA,1.25,0.5,1.0,1.85,1.97,5.0,4
PHAPHAMAU JN,1.083333,0.280306,1.0,2.0,2.0,39.0,36
PHAPHUND,2.366667,3.614943,2.0,5.55,15.94,71.0,30
PHARIHA,2.0,0.0,2.0,2.0,2.0,12.0,6
PHEPHNA JN.,40.095238,175.262348,2.0,2.0,644.4,842.0,21
PHESAR,1.071429,0.267261,1.0,1.35,1.87,15.0,14
PHIDING,1.0,0.0,1.0,1.0,1.0,2.0,2
PHILLAUR JN.,1.884615,0.322603,2.0,2.0,2.0,98.0,52
PHIRANGIPURA,1.0,0.0,1.0,1.0,1.0,12.0,12
PHULAD,362.25,711.859712,8.5,1217.75,1387.55,1449.0,4
PHULAGURI,1.0,0.0,1.0,1.0,1.0,4.0,4
PHULERA JN.,2.787879,5.524108,2.0,5.0,10.9,276.0,99
PHULIA,1.0,0.0,1.0,1.0,1.0,40.0,40
PHULPUR,1.611111,0.978528,1.0,2.45,4.49,29.0,18
PHULWARI SHA,1.333333,0.477567,1.0,2.0,2.0,52.0,39
PHULWARIA,3.5,3.535534,3.5,5.75,5.95,7.0,2
PHULWARTANR,0.0,0.0,0.0,0.0,0.0,0.0,4
PHURSUNGI,1.0,0.0,1.0,1.0,1.0,4.0,4
PHUSRO,1.928571,0.997249,2.0,3.05,4.61,27.0,14
PIALI,1.0,0.0,1.0,1.0,1.0,57.0,57
PIARDOBA,1.0,0.0,1.0,1.0,1.0,20.0,20
PICHCHANDAR,1.0,0.0,1.0,1.0,1.0,9.0,9
PICHKURIRDHA,1.0,0.0,1.0,1.0,1.0,19.0,19
PIDUGURALLA,1.190476,0.505487,1.0,2.0,2.0,50.0,42
PILAMEDU,1.0,0.0,1.0,1.0,1.0,10.0,10
PILERU,1.25,0.452267,1.0,2.0,2.0,15.0,12
PILI BANGAN,2.0,0.0,2.0,2.0,2.0,30.0,15
PILIBHIT JN.,0.0,0.0,0.0,0.0,0.0,0.0,36
PILIGHAT,1.7,0.483046,2.0,2.0,2.0,17.0,10
PILKHANI,1.133333,0.351866,1.0,2.0,2.0,17.0,15
PILKHUA,2.457143,1.578213,2.0,5.0,8.3,86.0,35
PILODA,1.1,0.316228,1.0,1.55,1.91,11.0,10
PILOL,1.0,0.0,1.0,1.0,1.0,8.0,8
PILU KHERA,1.166667,0.408248,1.0,1.75,1.95,7.0,6
PIMPALKHUTI,2.0,0.0,2.0,2.0,2.0,12.0,6
PIMPAR KHED,1.0,0.0,1.0,1.0,1.0,4.0,4
PIMPLA CHAUR,1.0,0.0,1.0,1.0,1.0,6.0,6
PIMPRI,1.111111,0.371974,1.0,2.0,2.47,60.0,54
PINAGORIA,1.0,,1.0,1.0,1.0,1.0,1
PINDARSI HAL,1.0,0.0,1.0,1.0,1.0,9.0,9
PINDIAL,1.125,0.353553,1.0,1.65,1.93,9.0,8
PINDKEPAR HA,1.0,0.0,1.0,1.0,1.0,8.0,8
PINDRA ROAD,1.0,0.0,1.0,1.0,1.0,12.0,12
PINDRAI,2.0,0.0,2.0,2.0,2.0,10.0,5
PINGLESHWAR,1.0,0.0,1.0,1.0,1.0,6.0,6
PINGLI,1.0,0.0,1.0,1.0,1.0,20.0,20
PINGORA,1.0,0.0,1.0,1.0,1.0,6.0,6
PIPALSANA,2.0,0.0,2.0,2.0,2.0,38.0,19
PIPALWALI CH,2.0,0.0,2.0,2.0,2.0,8.0,4
PIPAR CITY,1.0,0.0,1.0,1.0,1.0,2.0,2
PIPAR ROAD J,2.2,1.135292,2.0,4.1,4.82,22.0,10
PIPARIYA,1.975904,0.219529,2.0,2.0,2.18,164.0,83
PIPARIYAKELA,2.0,0.0,2.0,2.0,2.0,8.0,4
PIPARPUR,1.0,0.0,1.0,1.0,1.0,6.0,6
PIPARSAND,1.035714,0.188982,1.0,1.0,1.73,29.0,28
PIPLAJ,1.25,0.5,1.0,1.85,1.97,5.0,4
PIPLEE,2.0,0.0,2.0,2.0,2.0,4.0,2
PIPLI,1.166667,0.408248,1.0,1.75,1.95,7.0,6
PIPLI PAKHI,1.0,0.0,1.0,1.0,1.0,7.0,7
PIPLIA,1.153846,0.375534,1.0,2.0,2.0,15.0,13
PIPLIYA ROAD,1.0,0.0,1.0,1.0,1.0,2.0,2
PIPLOD ROAD,1.333333,0.57735,1.0,1.9,1.98,4.0,3
PIPLODA BAGL,1.0,0.0,1.0,1.0,1.0,12.0,12
PIPOLOD,1.0,0.0,1.0,1.0,1.0,14.0,14
PIPRA,2.0,0.0,2.0,2.0,2.0,36.0,18
PIPRADIH,1.0,0.0,1.0,1.0,1.0,14.0,14
PIPRAHAN,2.0,0.0,2.0,2.0,2.0,26.0,13
PIPRAICH,2.153846,0.880559,2.0,3.0,5.25,56.0,26
PIPRAIGAON,1.928571,0.267261,2.0,2.0,2.0,27.0,14
PIPRALA,2.0,0.0,2.0,2.0,2.0,8.0,4
PIPRIDIH,1.6,0.507093,2.0,2.0,2.0,24.0,15
PIPRITHAN,1.166667,0.408248,1.0,1.75,1.95,7.0,6
PIR UMROD,1.0,0.0,1.0,1.0,1.0,5.0,5
PIRAVAM ROAD,1.0,0.0,1.0,1.0,1.0,28.0,28
PIRJHALAR,1.0,0.0,1.0,1.0,1.0,8.0,8
PIRO,1.916667,0.288675,2.0,2.0,2.0,23.0,12
PIRPAINTI,1.0,0.0,1.0,1.0,1.0,32.0,32
PIRTALA,1.0,0.0,1.0,1.0,1.0,20.0,20
PIRTHALA LAL,1.111111,0.333333,1.0,1.6,1.92,10.0,9
PIRTHIGANJ,1.0,0.0,1.0,1.0,1.0,4.0,4
PIRUMADARA (,1.0,0.0,1.0,1.0,1.0,6.0,6
PIRWA,1.0,0.0,1.0,1.0,1.0,6.0,6
PISKA FS,1.0,0.0,1.0,1.0,1.0,8.0,8
PITAMBARPUR,2.0,0.0,2.0,2.0,2.0,42.0,21
PITHAPURAM,1.041667,0.204124,1.0,1.0,1.77,25.0,24
PIYALA BLOCK,1.0,0.0,1.0,1.0,1.0,2.0,2
PJP ROAD HAL,1.0,0.0,1.0,1.0,1.0,4.0,4
PLASSEY,1.032258,0.179605,1.0,1.0,1.7,32.0,31
POCHARAM HAL,1.0,0.0,1.0,1.0,1.0,12.0,12
PODANUR JN.,1.368421,0.488852,1.0,2.0,2.0,52.0,38
POKARAN,25.333333,4.226898,25.0,31.0,32.6,152.0,6
POKHARNI NAR,1.0,0.0,1.0,1.0,1.0,12.0,12
POKHRAYAN,2.0,0.282843,2.0,2.0,2.75,52.0,26
POKLA,1.0,0.0,1.0,1.0,1.0,10.0,10
POLAPATTHAR,1.0,0.0,1.0,1.0,1.0,2.0,2
POLIREDDIPAL,1.125,0.353553,1.0,1.65,1.93,9.0,8
POLLACHI,152.5,346.852733,5.0,894.0,902.8,1830.0,12
POLUR,1.083333,0.288675,1.0,1.45,1.89,13.0,12
PONDICHERRY,31.09375,175.892812,0.0,0.0,686.55,995.0,32
PONDUGULA,1.0,0.0,1.0,1.0,1.0,4.0,4
PONDURU,1.571429,0.513553,2.0,2.0,2.0,22.0,14
PONMALAI (GO,1.027778,0.166667,1.0,1.0,1.65,37.0,36
PONNERI,19.441176,112.478343,1.0,2.9,479.9,1983.0,102
PONPADI,1.25,0.46291,1.0,2.0,2.0,10.0,8
POODOOR,1.0,0.0,1.0,1.0,1.0,6.0,6
POPHLAJ,1.5,0.57735,1.5,2.0,2.0,6.0,4
PORA,1.0,0.0,1.0,1.0,1.0,6.0,6
PORA BAZAR,1.0,0.0,1.0,1.0,1.0,56.0,56
PORADANGA,1.0,0.0,1.0,1.0,1.0,13.0,13
PORBANDAR,32.222222,167.431578,0.0,0.0,643.8,870.0,27
PORJANPUR,1.0,0.0,1.0,1.0,1.0,2.0,2
POSOITA,1.0,0.0,1.0,1.0,1.0,6.0,6
POTHAHI,1.083333,0.28233,1.0,1.85,2.0,26.0,24
POTHIA,1.0,0.0,1.0,1.0,1.0,8.0,8
POTKAPALLI,1.083333,0.288675,1.0,1.45,1.89,13.0,12
POTLAPADU,1.0,0.0,1.0,1.0,1.0,10.0,10
POTUL,1.0,0.0,1.0,1.0,1.0,15.0,15
POWAR KHEDA,1.5,0.57735,1.5,2.0,2.0,6.0,4
POWERPET,1.142857,0.363137,1.0,2.0,2.0,16.0,14
PRACHI ROAD,2.0,1.67332,1.0,4.5,4.9,12.0,6
PRADHAN KHUN,1.26087,0.448978,1.0,2.0,2.0,29.0,23
PRAGATI MAID,1.0,0.0,1.0,1.0,1.0,5.0,5
PRANPUR ROAD,1.875,0.353553,2.0,2.0,2.0,15.0,8
PRANTIK,1.052632,0.226294,1.0,1.15,2.0,40.0,38
PRASADPUR (H,1.0,0.0,1.0,1.0,1.0,8.0,8
PRASANNAYANA,1.75,1.38873,1.0,3.95,4.79,14.0,8
PRATABPUR HA,1.0,0.0,1.0,1.0,1.0,5.0,5
PRATAP BAGH,1.083333,0.288675,1.0,1.45,1.89,13.0,12
PRATAP NAGAR,3.875,2.416461,5.0,5.65,5.93,31.0,8
PRAYAG JN.,26.380952,161.809426,0.5,5.0,621.55,1108.0,42
PREMPUR,1.0,0.0,1.0,1.0,1.0,5.0,5
PRINCEP GHAT,2.517241,2.995481,1.0,8.2,11.16,73.0,29
PRITAMNAGAR,1.0,0.0,1.0,1.0,1.0,8.0,8
PRITHWIRAJPU,1.166667,0.408248,1.0,1.75,1.95,7.0,6
PT RAM PRASA,1.0,0.0,1.0,1.0,1.0,5.0,5
PUDI,1.25,0.46291,1.0,2.0,2.0,10.0,8
PUDUCHATIRAM,1.0,0.0,1.0,1.0,1.0,6.0,6
PUDUCHATTI,1.0,,1.0,1.0,1.0,1.0,1
PUDUKAD,1.0,0.0,1.0,1.0,1.0,20.0,20
PUDUKKOTTAI,1.125,0.337832,1.0,2.0,2.0,27.0,24
PUDUNAGARAM,3.5,5.0,1.0,9.5,10.7,14.0,4
PUGALUR,1.0,0.0,1.0,1.0,1.0,19.0,19
PUKKIRAVARI,1.0,0.0,1.0,1.0,1.0,6.0,6
PULGAON JN.,1.789474,0.576939,2.0,3.0,3.0,68.0,38
PULICHERLA,1.0,0.0,1.0,1.0,1.0,4.0,4
PULIYAMANGAL,1.0,0.0,1.0,1.0,1.0,47.0,47
PULLA,1.083333,0.288675,1.0,1.45,1.89,13.0,12
PULLAMBADI,1.0,0.0,1.0,1.0,1.0,6.0,6
PULLAMPET,1.333333,0.516398,1.0,2.0,2.0,8.0,6
PUNAICHAK HA,1.0,0.0,1.0,1.0,1.0,4.0,4
PUNALUR,0.75,1.341641,0.0,2.75,4.55,12.0,16
PUNARAKH,1.59375,0.498991,2.0,2.0,2.0,51.0,32
PUNCH PIPLIA,1.1,0.316228,1.0,1.55,1.91,11.0,10
PUNDAG,1.444444,0.51131,1.0,2.0,2.0,26.0,18
PUNDI,1.666667,0.492366,2.0,2.0,2.0,20.0,12
PUNDIBARI,1.0,0.0,1.0,1.0,1.0,4.0,4
PUNDOOAH,0.945205,0.229154,1.0,1.0,1.0,69.0,73
PUNE JN.,21.223022,135.407317,0.0,15.0,767.1,5900.0,278
PUNGGUDI,1.0,0.0,1.0,1.0,1.0,4.0,4
PUNIYAVANT,1.0,0.0,1.0,1.0,1.0,8.0,8
PUNKUNNAM,1.0,0.0,1.0,1.0,1.0,26.0,26
PUNNAPRA,1.0,0.0,1.0,1.0,1.0,12.0,12
PUNPUN,1.185185,0.395847,1.0,2.0,2.0,32.0,27
PUNPUN GHAT,1.0,0.0,1.0,1.0,1.0,16.0,16
PUNSIA H,1.0,0.0,1.0,1.0,1.0,12.0,12
PUNTAMBA,4.821429,6.271946,2.0,15.0,22.3,135.0,28
PUNTHOTTAM,1.0,0.0,1.0,1.0,1.0,6.0,6
PURAINI,1.5,0.547723,1.5,2.0,2.0,9.0,6
PURANDARPUR,1.0,0.0,1.0,1.0,1.0,10.0,10
PURANIGUDAM,1.0,0.0,1.0,1.0,1.0,2.0,2
PURANPUR,5.0,0.0,5.0,5.0,5.0,50.0,10
PURBA STHALI,1.0,0.0,1.0,1.0,1.0,42.0,42
PURI,13.928571,137.885822,0.0,0.0,40.95,1365.0,98
PURNA  JN.,6.54,7.81661,5.0,20.0,30.2,654.0,100
PURNEA COURT,1.5,0.92582,2.0,2.0,2.0,12.0,8
PURNEA JN.,2.551724,2.529627,2.0,8.0,10.0,74.0,29
PURULIA JN.,5.74359,9.364808,2.0,21.5,39.6,448.0,78
PURWA KHERA,1.0,0.0,1.0,1.0,1.0,7.0,7
PUSAULI,1.0,0.0,1.0,1.0,1.0,10.0,10
PUSHKAR TERM,0.0,0.0,0.0,0.0,0.0,0.0,2
PUSHPATTUR,1.0,0.0,1.0,1.0,1.0,4.0,4
PUSLA,2.0,0.0,2.0,2.0,2.0,12.0,6
PUTALAPATTU,1.0,0.0,1.0,1.0,1.0,10.0,10
PUTLACHERUVU,1.0,0.0,1.0,1.0,1.0,14.0,14
PUTTARRA,1.2,0.447214,1.0,1.8,1.96,6.0,5
PUTTLUR,1.0,0.0,1.0,1.0,1.0,117.0,117
PUTUR,2.423077,2.579505,2.0,2.0,11.75,63.0,26
PUVANUR,1.0,0.0,1.0,1.0,1.0,2.0,2
Proddatur,1.0,0.0,1.0,1.0,1.0,6.0,6
QADIAN,0.0,0.0,0.0,0.0,0.0,0.0,2
QASIMPUR KHE,1.272727,0.455842,1.0,2.0,2.0,28.0,22
QUAZIGUND,1.090909,0.294245,1.0,1.95,2.0,24.0,22
QUILANDI,1.5,0.50637,1.5,2.0,2.0,60.0,40
QUILON,8.502793,64.905582,5.0,5.5,25.5,1522.0,179
QUTABPUR,1.0,0.0,1.0,1.0,1.0,9.0,9
R BLOCK HALT,0.5,0.57735,0.5,1.0,1.0,2.0,4
RABHRA HAALT,1.0,0.0,1.0,1.0,1.0,4.0,4
RACHAGUNNERI,1.0,0.0,1.0,1.0,1.0,6.0,6
RADHA BALAMP,1.0,0.0,1.0,1.0,1.0,6.0,6
RADHA KISHOR,1.0,0.0,1.0,1.0,1.0,4.0,4
RADHAGAON,1.0,0.0,1.0,1.0,1.0,10.0,10
RADHAMOHANPU,1.0,0.0,1.0,1.0,1.0,57.0,57
RADHANPUR,2.0,0.0,2.0,2.0,2.0,20.0,10
RADHIKAPUR,0.0,0.0,0.0,0.0,0.0,0.0,12
RADHOGARH,2.0,0.0,2.0,2.0,2.0,4.0,2
RAE BARELI J,3.851852,2.530371,5.0,8.0,10.0,312.0,81
RAFALESHWAR,1.0,0.0,1.0,1.0,1.0,13.0,13
RAFIGANJ,1.230769,0.429669,1.0,2.0,2.0,32.0,26
RAFINAGAR F,1.0,0.0,1.0,1.0,1.0,4.0,4
RAGAUL,2.125,0.353553,2.0,2.65,2.93,17.0,8
RAGHAVAPURAM,1.1,0.316228,1.0,1.55,1.91,11.0,10
RAGHOULI,1.5,0.57735,1.5,2.0,2.0,6.0,4
RAGHUNATHBAR,1.0,0.0,1.0,1.0,1.0,13.0,13
RAGHUNATHGAR,1.125,0.353553,1.0,1.65,1.93,9.0,8
RAGHUNATHPAL,1.0,0.0,1.0,1.0,1.0,10.0,10
RAGHUNATHPUR,1.368421,0.589138,1.0,2.0,2.0,52.0,38
RAGHURAJ SIN,1.0,0.784465,1.0,2.0,2.0,14.0,14
RAHA,1.0,0.0,1.0,1.0,1.0,6.0,6
RAHAMA,1.25,0.452267,1.0,2.0,2.0,15.0,12
RAHATWAS,1.7,0.483046,2.0,2.0,2.0,17.0,10
RAHEN BATA,1.75,0.46291,2.0,2.0,2.0,14.0,8
RAHIMABAD,1.416667,0.668558,1.5,2.0,2.0,17.0,12
RAHIMATPUR,1.125,0.353553,1.0,1.65,1.93,9.0,8
RAHMAT NAGAR,1.0,0.0,1.0,1.0,1.0,6.0,6
RAHURI,1.625,0.517549,2.0,2.0,2.0,13.0,8
RAI MAIHATPU,1.375,0.517549,1.0,2.0,2.0,11.0,8
RAI SINGH NA,1.888889,0.333333,2.0,2.0,2.0,17.0,9
RAIBHA,1.0,0.0,1.0,1.0,1.0,12.0,12
RAIBOJHA,2.0,0.0,2.0,2.0,2.0,24.0,12
RAICHUR,1.842105,0.800877,2.0,2.0,5.0,140.0,76
RAIGANJ,3.833333,3.099365,2.0,10.0,10.0,46.0,12
RAIGARH,3.724138,4.16246,2.0,5.75,18.6,216.0,58
RAIGIR  HALT,1.0,0.0,1.0,1.0,1.0,10.0,10
RAIKA BAGH P,2.310345,2.106172,2.0,3.0,10.2,67.0,29
RAIL COACH F,1.125,0.341565,1.0,2.0,2.0,18.0,16
RAILA ROAD,1.0,0.0,1.0,1.0,1.0,2.0,2
RAINAGAR PH,1.0,0.0,1.0,1.0,1.0,9.0,9
RAIPUR HARYA,1.181818,0.40452,1.0,2.0,2.0,13.0,11
RAIPUR JN.,18.57377,61.377089,10.0,25.0,405.3,3399.0,183
RAIPUR R-V B,1.666667,0.516398,2.0,2.0,2.0,10.0,6
RAIRAKHOL,2.0,0.0,2.0,2.0,2.0,56.0,28
RAIRANGPUR,1.0,0.0,1.0,1.0,1.0,2.0,2
RAISI,1.7,0.483046,2.0,2.0,2.0,17.0,10
RAIWALA JN.,2.0,0.0,2.0,2.0,2.0,48.0,24
RAJ-PARDI,1.5,0.707107,1.5,1.95,1.99,3.0,2
RAJA BHAT KH,1.0,0.0,1.0,1.0,1.0,8.0,8
RAJA TALAB,1.666667,0.5,2.0,2.0,2.0,15.0,9
RAJA-KA-SAHA,4.291667,3.939534,2.0,14.25,15.0,103.0,24
RAJA-KI-MAND,1.836066,0.373288,2.0,2.0,2.0,112.0,61
RAJABERA,1.0,0.0,1.0,1.0,1.0,4.0,4
RAJAGAMBIRAM,1.0,0.0,1.0,1.0,1.0,6.0,6
RAJAGODA,1.0,0.0,1.0,1.0,1.0,13.0,13
RAJAHMUNDRY,2.290909,1.859668,2.0,5.0,5.0,504.0,220
RAJALDESAR,1.75,0.447214,2.0,2.0,2.0,28.0,16
RAJALUKAH,1.0,0.0,1.0,1.0,1.0,4.0,4
RAJAN KUNTI,1.0,0.0,1.0,1.0,1.0,4.0,4
RAJAPALAYAM,1.0,0.0,1.0,1.0,1.0,10.0,10
RAJAPATTI,1.5,0.57735,1.5,2.0,2.0,6.0,4
RAJAPUR HALT,1.0,0.0,1.0,1.0,1.0,7.0,7
